Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","586","Pakistan","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","11.3","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","11.5","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","11.4","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","11.3","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","11.5","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","10.1","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61211","Confidence interval: Lower bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","10","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61212","Confidence interval: Upper bound","210401","Prevalence of severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","10.2","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20142016","2014-2016","%","0.7","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20142016","2014-2016","%","0.6","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20142016","2014-2016","%","0.8","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20152017","2015-2017","%","0.6","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20152017","2015-2017","%","0.5","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20152017","2015-2017","%","0.7","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20162018","2016-2018","%","1","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20162018","2016-2018","%","0.9","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20162018","2016-2018","%","1.1","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","1.3","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","1.2","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","1.4","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20182020","2018-2020","%","4","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","586","Pakistan","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20182020","2018-2020","%","3.9","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","586","Pakistan","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20182020","2018-2020","%","4.1","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","6","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","5.9","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","6.1","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","6.8","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","6.7","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","6.9","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","5.3","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","5.3","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","5.4","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","5.1","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61211","Confidence interval: Lower bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","5","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61212","Confidence interval: Upper bound","210401M","Prevalence of severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","5.1","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20142016","2014-2016","%","1.1","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20142016","2014-2016","%","1","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20142016","2014-2016","%","1.2","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20152017","2015-2017","%","1","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20152017","2015-2017","%","0.9","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20152017","2015-2017","%","1.1","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20162018","2016-2018","%","1.6","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20162018","2016-2018","%","1.5","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20162018","2016-2018","%","1.7","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","1.9","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","1.8","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20172019","2017-2019","%","2","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20182020","2018-2020","%","5.5","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","586","Pakistan","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20182020","2018-2020","%","5.4","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","586","Pakistan","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20182020","2018-2020","%","5.6","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","11.4","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","11.3","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20192021","2019-2021","%","11.5","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","15.9","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","15.8","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20202022","2020-2022","%","16.1","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","17.4","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","17.3","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20212023","2021-2023","%","17.5","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","15.1","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61211","Confidence interval: Lower bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","15","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61212","Confidence interval: Upper bound","210401F","Prevalence of severe food insecurity in the female adult population (percent) (3-year average)","20222024","2022-2024","%","15.2","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20142016","2014-2016","%","14.1","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61211","Confidence interval: Lower bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20142016","2014-2016","%","13.8","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61212","Confidence interval: Upper bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20142016","2014-2016","%","14.4","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20152017","2015-2017","%","12.1","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61211","Confidence interval: Lower bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20152017","2015-2017","%","11.8","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61212","Confidence interval: Upper bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20152017","2015-2017","%","12.4","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20162018","2016-2018","%","12.8","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61211","Confidence interval: Lower bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20162018","2016-2018","%","12.5","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61212","Confidence interval: Upper bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20162018","2016-2018","%","13.1","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","14.2","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61211","Confidence interval: Lower bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","13.9","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61212","Confidence interval: Upper bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20172019","2017-2019","%","14.5","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20182020","2018-2020","%","24.3","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","586","Pakistan","61211","Confidence interval: Lower bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20182020","2018-2020","%","24","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","586","Pakistan","61212","Confidence interval: Upper bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20182020","2018-2020","%","24.6","A","Official figure","Official estimate"
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","32.6","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61211","Confidence interval: Lower bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","32.3","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61212","Confidence interval: Upper bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20192021","2019-2021","%","32.9","A","Official figure","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","41","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61211","Confidence interval: Lower bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","40.7","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61212","Confidence interval: Upper bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20202022","2020-2022","%","41.3","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","41.7","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61211","Confidence interval: Lower bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","41.4","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61212","Confidence interval: Upper bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20212023","2021-2023","%","42","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","42.1","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61211","Confidence interval: Lower bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","41.8","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61212","Confidence interval: Upper bound","210091","Prevalence of moderate or severe food insecurity in the total population (percent) (3-year average)","20222024","2022-2024","%","42.4","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20142016","2014-2016","%","11.8","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61211","Confidence interval: Lower bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20142016","2014-2016","%","11.5","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61212","Confidence interval: Upper bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20142016","2014-2016","%","12.1","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20152017","2015-2017","%","10.1","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61211","Confidence interval: Lower bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20152017","2015-2017","%","9.8","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61212","Confidence interval: Upper bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20152017","2015-2017","%","10.5","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20162018","2016-2018","%","10.8","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61211","Confidence interval: Lower bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20162018","2016-2018","%","10.5","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61212","Confidence interval: Upper bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20162018","2016-2018","%","11.1","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","12.6","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61211","Confidence interval: Lower bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","12.3","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61212","Confidence interval: Upper bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20172019","2017-2019","%","12.9","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20182020","2018-2020","%","22.8","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","586","Pakistan","61211","Confidence interval: Lower bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20182020","2018-2020","%","22.5","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","586","Pakistan","61212","Confidence interval: Upper bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20182020","2018-2020","%","23.1","E","Estimated value","Official estimate"
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","29.3","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61211","Confidence interval: Lower bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","29","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61212","Confidence interval: Upper bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20192021","2019-2021","%","29.6","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","34.4","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61211","Confidence interval: Lower bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","34.1","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61212","Confidence interval: Upper bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20202022","2020-2022","%","34.7","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","32.2","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61211","Confidence interval: Lower bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","31.9","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61212","Confidence interval: Upper bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20212023","2021-2023","%","32.5","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","32.8","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61211","Confidence interval: Lower bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","32.5","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61212","Confidence interval: Upper bound","210091M","Prevalence of moderate or severe food insecurity in the male adult population (percent) (3-year average)","20222024","2022-2024","%","33.1","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20142016","2014-2016","%","16.3","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61211","Confidence interval: Lower bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20142016","2014-2016","%","16","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61212","Confidence interval: Upper bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20142016","2014-2016","%","16.6","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20152017","2015-2017","%","14","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61211","Confidence interval: Lower bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20152017","2015-2017","%","13.7","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61212","Confidence interval: Upper bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20152017","2015-2017","%","14.3","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","6121","Value","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20162018","2016-2018","%","14.9","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61211","Confidence interval: Lower bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20162018","2016-2018","%","14.6","E","Estimated value","Official estimate integrated with FAO data"
"FS","Suite of Food Security Indicators","586","Pakistan","61212","Confidence interval: Upper bound","210091F","Prevalence of moderate or severe food insecurity in the female adult population (percent) (3-year average)","20162018","2016-2018","%","15.2","E","Estimated value","Official estimate integrated with FAO data"
